MD;DTS_core;DTC_core;RHOB_core;E_sta_core;PR_sta_core
1963;;;;;
1963.1;;;;;
1963.2;;;;;
1963.3;;;;;
1963.4;;;;;
1963.5;;;;;
1963.6;;;;;
1963.7;;;;;
1963.8;;;;;
1963.9;;;;;
1964;;;;;
1964.1;;;;;
1964.2;;;;;
1964.3;;;;;
1964.4;;;;;
1964.5;;;;;
1964.6;;;;;
1964.7;;;;;
1964.8;;;;;
1964.9;;;;;
1965;;;;;
1965.1;;;;;
1965.2;;;;;
1965.3;;;;;
1965.4;;;;;
1965.5;;;;;
1965.6;;;;;
1965.7;;;;;
1965.8;;;;;
1965.9;;;;;
1966;;;;;
1966.1;;;;;
1966.2;;;;;
1966.3;;;;;
1966.4;;;;;
1966.5;;;;;
1966.6;;;;;
1966.7;;;;;
1966.8;;;;;
1966.9;;;;;
1967;;;;;
1967.1;;;;;
1967.2;;;;;
1967.3;;;;;
1967.4;;;;;
1967.5;;;;;
1967.6;;;;;
1967.7;;;;;
1967.8;;;;;
1967.9;;;;;
1968;;;;;
1968.1;;;;;
1968.2;;;;;
1968.3;;;;;
1968.4;;;;;
1968.5;;;;;
1968.6;;;;;
1968.7;;;;;
1968.8;;;;;
1968.9;;;;;
1969;;;;;
1969.1;;;;;
1969.2;;;;;
1969.3;;;;;
1969.4;;;;;
1969.5;;;;;
1969.6;;;;;
1969.7;;;;;
1969.8;;;;;
1969.9;;;;;
1970;;;;;
1970.1;;;;;
1970.2;;;;;
1970.3;;;;;
1970.4;;;;;
1970.5;;;;;
1970.6;;;;;
1970.7;;;;;
1970.8;;;;;
1970.9;;;;;
1971;;;;;
1971.1;;;;;
1971.2;;;;;
1971.3;;;;;
1971.4;;;;;
1971.5;;;;;
1971.6;;;;;
1971.7;;;;;
1971.8;;;;;
1971.9;;;;;
1972;;;;;
1972.1;;;;;
1972.2;;;;;
1972.3;;;;;
1972.4;;;;;
1972.5;;;;;
1972.6;;;;;
1972.7;;;;;
1972.8;;;;;
1972.9;;;;;
1973;;;;;
1973.1;;;;;
1973.2;;;;;
1973.3;;;;;
1973.4;;;;;
1973.5;;;;;
1973.6;;;;;
1973.7;;;;;
1973.8;;;;;
1973.9;;;;;
1974;;;;;
1974.1;;;;;
1974.2;;;;;
1974.3;;;;;
1974.4;;;;;
1974.5;;;;;
1974.6;;;;;
1974.7;;;;;
1974.8;;;;;
1974.9;;;;;
1975;;;;;
1975.1;;;;;
1975.2;;;;;
1975.3;;;;;
1975.4;;;;;
1975.5;;;;;
1975.6;;;;;
1975.7;;;;;
1975.8;;;;;
1975.9;;;;;
1976;;;;;
1976.1;;;;;
1976.2;;;;;
1976.3;;;;;
1976.4;;;;;
1976.5;;;;;
1976.6;;;;;
1976.7;;;;;
1976.8;;;;;
1976.9;;;;;
1977;;;;;
1977.1;;;;;
1977.2;;;;;
1977.3;;;;;
1977.4;;;;;
1977.5;;;;;
1977.6;;;;;
1977.7;;;;;
1977.8;;;;;
1977.9;;;;;
1978;;;;;
1978.1;;;;;
1978.2;;;;;
1978.3;;;;;
1978.4;;;;;
1978.5;;;;;
1978.6;;;;;
1978.7;;;;;
1978.8;;;;;
1978.9;;;;;
1979;;;;;
1979.1;;;;;
1979.2;;;;;
1979.3;;;;;
1979.4;;;;;
1979.5;;;;;
1979.6;;;;;
1979.7;;;;;
1979.8;;;;;
1979.9;;;;;
1980;;;;;
1980.1;;;;;
1980.2;;;;;
1980.3;;;;;
1980.4;;;;;
1980.5;;;;;
1980.6;;;;;
1980.7;;;;;
1980.8;;;;;
1980.9;;;;;
1981;;;;;
1981.1;;;;;
1981.2;;;;;
1981.3;;;;;
1981.4;;;;;
1981.5;;;;;
1981.6;;;;;
1981.7;;;;;
1981.8;;;;;
1981.9;;;;;
1982;;;;;
1982.1;;;;;
1982.2;;;;;
1982.3;;;;;
1982.4;;;;;
1982.5;;;;;
1982.6;;;;;
1982.7;;;;;
1982.8;;;;;
1982.9;;;;;
1983;;;;;
1983.1;;;;;
1983.2;;;;;
1983.3;;;;;
1983.4;;;;;
1983.5;;;;;
1983.6;;;;;
1983.7;;;;;
1983.8;;;;;
1983.9;;;;;
1984;;;;;
1984.1;;;;;
1984.2;;;;;
1984.3;;;;;
1984.4;;;;;
1984.5;;;;;
1984.6;;;;;
1984.7;;;;;
1984.8;;;;;
1984.9;;;;;
1985;;;;;
1985.1;;;;;
1985.2;;;;;
1985.3;;;;;
1985.4;;;;;
1985.5;;;;;
1985.6;;;;;
1985.7;;;;;
1985.8;;;;;
1985.9;;;;;
1986;;;;;
1986.1;;;;;
1986.2;;;;;
1986.3;;;;;
1986.4;;;;;
1986.5;;;;;
1986.6;;;;;
1986.7;;;;;
1986.8;;;;;
1986.9;;;;;
1987;;;;;
1987.1;;;;;
1987.2;;;;;
1987.3;;;;;
1987.4;;;;;
1987.5;;;;;
1987.6;;;;;
1987.7;;;;;
1987.8;;;;;
1987.9;;;;;
1988;;;;;
1988.1;;;;;
1988.2;;;;;
1988.3;;;;;
1988.4;;;;;
1988.5;;;;;
1988.6;;;;;
1988.7;;;;;
1988.8;;;;;
1988.9;;;;;
1989;;;;;
1989.1;;;;;
1989.2;;;;;
1989.3;;;;;
1989.4;;;;;
1989.5;;;;;
1989.6;;;;;
1989.7;;;;;
1989.8;;;;;
1989.9;;;;;
1990;;;;;
1990.1;;;;;
1990.2;;;;;
1990.3;;;;;
1990.4;;;;;
1990.5;;;;;
1990.6;;;;;
1990.7;;;;;
1990.8;;;;;
1990.9;;;;;
1991;;;;;
1991.1;;;;;
1991.2;;;;;
1991.3;;;;;
1991.4;;;;;
1991.5;;;;;
1991.6;;;;;
1991.7;;;;;
1991.8;;;;;
1991.9;;;;;
1992;;;;;
1992.1;;;;;
1992.2;;;;;
1992.3;;;;;
1992.4;;;;;
1992.5;;;;;
1992.6;;;;;
1992.7;;;;;
1992.8;;;;;
1992.9;;;;;
1993;;;;;
1993.1;;;;;
1993.2;;;;;
1993.3;;;;;
1993.4;;;;;
1993.5;;;;;
1993.6;;;;;
1993.7;;;;;
1993.8;;;;;
1993.9;;;;;
1994;;;;;
1994.1;;;;;
1994.2;;;;;
1994.3;;;;;
1994.4;;;;;
1994.5;;;;;
1994.6;;;;;
1994.7;;;;;
1994.8;;;;;
1994.9;;;;;
1995;;;;;
1995.1;;;;;
1995.2;;;;;
1995.3;;;;;
1995.4;;;;;
1995.5;;;;;
1995.6;;;;;
1995.7;;;;;
1995.8;;;;;
1995.9;;;;;
1996;;;;;
1996.1;;;;;
1996.2;;;;;
1996.3;;;;;
1996.4;;;;;
1996.5;;;;;
1996.6;;;;;
1996.7;;;;;
1996.8;;;;;
1996.9;;;;;
1997;;;;;
1997.1;;;;;
1997.2;;;;;
1997.3;;;;;
1997.4;;;;;
1997.5;;;;;
1997.6;;;;;
1997.7;;;;;
1997.8;;;;;
1997.9;;;;;
1998;;;;;
1998.1;;;;;
1998.2;;;;;
1998.3;;;;;
1998.4;;;;;
1998.5;;;;;
1998.6;;;;;
1998.7;;;;;
1998.8;;;;;
1998.9;;;;;
1999;;;;;
1999.1;;;;;
1999.2;;;;;
1999.3;;;;;
1999.4;;;;;
1999.5;;;;;
1999.6;;;;;
1999.7;;;;;
1999.8;;;;;
1999.9;;;;;
2000;;;;;
2000.1;;;;;
2000.2;;;;;
2000.3;;;;;
2000.4;;;;;
2000.5;;;;;
2000.6;;;;;
2000.7;;;;;
2000.8;;;;;
2000.9;;;;;
2001;;;;;
2001.1;;;;;
2001.2;;;;;
2001.3;;;;;
2001.4;;;;;
2001.5;;;;;
2001.6;;;;;
2001.7;;;;;
2001.8;;;;;
2001.9;;;;;
2002;;;;;
2002.1;;;;;
2002.2;;;;;
2002.3;;;;;
2002.4;;;;;
2002.5;;;;;
2002.6;;;;;
2002.7;;;;;
2002.8;;;;;
2002.9;;;;;
2003;;;;;
2003.1;;;;;
2003.2;;;;;
2003.3;;;;;
2003.4;;;;;
2003.5;;;;;
2003.6;;;;;
2003.7;;;;;
2003.8;;;;;
2003.9;;;;;
2004;;;;;
2004.1;;;;;
2004.2;;;;;
2004.3;;;;;
2004.4;;;;;
2004.5;;;;;
2004.6;;;;;
2004.7;;;;;
2004.8;;;;;
2004.9;;;;;
2005;;;;;
2005.1;;;;;
2005.2;;;;;
2005.3;;;;;
2005.4;;;;;
2005.5;;;;;
2005.6;;;;;
2005.7;;;;;
2005.8;;;;;
2005.9;;;;;
2006;;;;;
2006.1;;;;;
2006.2;;;;;
2006.3;;;;;
2006.4;;;;;
2006.5;;;;;
2006.6;;;;;
2006.7;;;;;
2006.8;;;;;
2006.9;;;;;
2007;;;;;
2007.1;;;;;
2007.2;;;;;
2007.3;;;;;
2007.4;;;;;
2007.5;;;;;
2007.6;;;;;
2007.7;;;;;
2007.8;;;;;
2007.9;;;;;
2008;;;;;
2008.1;;;;;
2008.2;;;;;
2008.3;;;;;
2008.4;;;;;
2008.5;;;;;
2008.6;;;;;
2008.7;;;;;
2008.8;;;;;
2008.9;;;;;
2009;;;;;
2009.1;;;;;
2009.2;;;;;
2009.3;;;;;
2009.4;;;;;
2009.5;;;;;
2009.6;;;;;
2009.7;;;;;
2009.8;;;;;
2009.9;;;;;
2010;;;;;
2010.1;;;;;
2010.2;;;;;
2010.3;;;;;
2010.4;;;;;
2010.5;;;;;
2010.6;;;;;
2010.7;;;;;
2010.8;;;;;
2010.9;;;;;
2011;;;;;
2011.1;;;;;
2011.2;;;;;
2011.3;;;;;
2011.4;;;;;
2011.5;;;;;
2011.6;;;;;
2011.7;;;;;
2011.8;;;;;
2011.9;;;;;
2012;;;;;
2012.1;;;;;
2012.2;;;;;
2012.3;;;;;
2012.4;;;;;
2012.5;;;;;
2012.6;;;;;
2012.7;;;;;
2012.8;;;;;
2012.9;;;;;
2013;;;;;
2013.1;;;;;
2013.2;;;;;
2013.3;;;;;
2013.4;;;;;
2013.5;;;;;
2013.6;;;;;
2013.7;;;;;
2013.8;;;;;
2013.9;;;;;
2014;;;;;
2014.1;;;;;
2014.2;;;;;
2014.3;;;;;
2014.4;;;;;
2014.5;;;;;
2014.6;;;;;
2014.7;;;;;
2014.8;;;;;
2014.9;;;;;
2015;;;;;
2015.1;;;;;
2015.2;;;;;
2015.3;;;;;
2015.4;;;;;
2015.5;;;;;
2015.6;;;;;
2015.7;;;;;
2015.8;;;;;
2015.9;;;;;
2016;;;;;
2016.1;;;;;
2016.2;;;;;
2016.3;;;;;
2016.4;;;;;
2016.5;;;;;
2016.6;;;;;
2016.7;;;;;
2016.8;;;;;
2016.9;;;;;
2017;;;;;
2017.1;;;;;
2017.2;;;;;
2017.3;;;;;
2017.4;;;;;
2017.5;;;;;
2017.6;;;;;
2017.7;;;;;
2017.8;;;;;
2017.9;;;;;
2018;;;;;
2018.1;;;;;
2018.2;;;;;
2018.3;;;;;
2018.4;;;;;
2018.5;;;;;
2018.6;;;;;
2018.7;;;;;
2018.8;;;;;
2018.9;;;;;
2019;;;;;
2019.1;;;;;
2019.2;;;;;
2019.3;;;;;
2019.4;;;;;
2019.5;;;;;
2019.6;;;;;
2019.7;;;;;
2019.8;;;;;
2019.9;;;;;
2020;;;;;
2020.1;;;;;
2020.2;;;;;
2020.3;;;;;
2020.4;;;;;
2020.5;;;;;
2020.6;;;;;
2020.7;;;;;
2020.8;;;;;
2020.9;;;;;
2021;;;;;
2021.1;;;;;
2021.2;;;;;
2021.3;;;;;
2021.4;;;;;
2021.5;;;;;
2021.6;;;;;
2021.7;;;;;
2021.8;;;;;
2021.9;;;;;
2022;;;;;
2022.1;;;;;
2022.2;;;;;
2022.3;;;;;
2022.4;;;;;
2022.5;;;;;
2022.6;;;;;
2022.7;;;;;
2022.8;;;;;
2022.9;;;;;
2023;;;;;
2023.1;;;;;
2023.2;;;;;
2023.3;;;;;
2023.4;;;;;
2023.5;;;;;
2023.6;;;;;
2023.7;;;;;
2023.8;;;;;
2023.9;;;;;
2024;;;;;
2024.1;;;;;
2024.2;;;;;
2024.3;;;;;
2024.4;;;;;
2024.5;;;;;
2024.6;;;;;
2024.7;;;;;
2024.8;;;;;
2024.9;;;;;
2025;;;;;
2025.1;;;;;
2025.2;;;;;
2025.3;;;;;
2025.4;;;;;
2025.5;;;;;
2025.6;;;;;
2025.7;;;;;
2025.8;;;;;
2025.9;;;;;
2026;;;;;
2026.1;;;;;
2026.2;;;;;
2026.3;;;;;
2026.4;;;;;
2026.5;;;;;
2026.6;;;;;
2026.7;;;;;
2026.8;;;;;
2026.9;;;;;
2027;;;;;
2027.1;;;;;
2027.2;;;;;
2027.3;;;;;
2027.4;;;;;
2027.5;;;;;
2027.6;;;;;
2027.7;;;;;
2027.8;;;;;
2027.9;;;;;
2028;;;;;
2028.1;;;;;
2028.2;;;;;
2028.3;;;;;
2028.4;;;;;
2028.5;;;;;
2028.6;;;;;
2028.7;;;;;
2028.8;;;;;
2028.9;;;;;
2029;;;;;
2029.1;;;;;
2029.2;;;;;
2029.3;;;;;
2029.4;;;;;
2029.5;;;;;
2029.6;;;;;
2029.7;;;;;
2029.8;;;;;
2029.9;;;;;
2030;;;;;
2030.1;;;;;
2030.2;;;;;
2030.3;;;;;
2030.4;;;;;
2030.5;;;;;
2030.6;;;;;
2030.7;;;;;
2030.8;;;;;
2030.9;;;;;
2031;;;;;
2031.1;;;;;
2031.2;;;;;
2031.3;;;;;
2031.4;;;;;
2031.5;;;;;
2031.6;;;;;
2031.7;;;;;
2031.8;;;;;
2031.9;;;;;
2032;;;;;
2032.1;;;;;
2032.2;;;;;
2032.3;;;;;
2032.4;;;;;
2032.5;;;;;
2032.6;;;;;
2032.7;;;;;
2032.8;;;;;
2032.9;;;;;
2033;;;;;
2033.1;;;;;
2033.2;;;;;
2033.3;;;;;
2033.4;;;;;
2033.5;;;;;
2033.6;;;;;
2033.7;;;;;
2033.8;;;;;
2033.9;;;;;
2034;;;;;
2034.1;;;;;
2034.2;;;;;
2034.3;;;;;
2034.4;;;;;
2034.5;;;;;
2034.6;;;;;
2034.7;;;;;
2034.8;;;;;
2034.9;;;;;
2035;;;;;
2035.1;;;;;
2035.2;;;;;
2035.3;;;;;
2035.4;;;;;
2035.5;;;;;
2035.6;;;;;
2035.7;;;;;
2035.8;;;;;
2035.9;;;;;
2036;;;;;
2036.1;;;;;
2036.2;;;;;
2036.3;;;;;
2036.4;;;;;
2036.5;;;;;
2036.6;;;;;
2036.7;;;;;
2036.8;;;;;
2036.9;;;;;
2037;;;;;
2037.1;;;;;
2037.2;;;;;
2037.3;;;;;
2037.4;;;;;
2037.5;;;;;
2037.6;;;;;
2037.7;;;;;
2037.8;;;;;
2037.9;;;;;
2038;;;;;
2038.1;;;;;
2038.2;;;;;
2038.3;;;;;
2038.4;;;;;
2038.5;;;;;
2038.6;;;;;
2038.7;;;;;
2038.8;;;;;
2038.9;;;;;
2039;;;;;
2039.1;;;;;
2039.2;;;;;
2039.3;;;;;
2039.4;;;;;
2039.5;;;;;
2039.6;;;;;
2039.7;;;;;
2039.8;;;;;
2039.9;;;;;
2040;;;;;
2040.1;;;;;
2040.2;;;;;
2040.3;;;;;
2040.4;;;;;
2040.5;;;;;
2040.6;;;;;
2040.7;;;;;
2040.8;;;;;
2040.9;;;;;
2041;;;;;
2041.1;;;;;
2041.2;;;;;
2041.3;;;;;
2041.4;;;;;
2041.5;;;;;
2041.6;;;;;
2041.7;;;;;
2041.8;;;;;
2041.9;;;;;
2042;;;;;
2042.1;;;;;
2042.2;;;;;
2042.3;;;;;
2042.4;;;;;
2042.5;;;;;
2042.6;;;;;
2042.7;;;;;
2042.8;;;;;
2042.9;;;;;
2043;;;;;
2043.1;;;;;
2043.2;;;;;
2043.3;;;;;
2043.4;;;;;
2043.5;;;;;
2043.6;;;;;
2043.7;;;;;
2043.8;;;;;
2043.9;;;;;
2044;;;;;
2044.1;;;;;
2044.2;;;;;
2044.3;;;;;
2044.4;;;;;
2044.5;;;;;
2044.6;;;;;
2044.7;;;;;
2044.8;;;;;
2044.9;;;;;
2045;;;;;
2045.1;;;;;
2045.2;;;;;
2045.3;;;;;
2045.4;;;;;
2045.5;;;;;
2045.6;;;;;
2045.7;;;;;
2045.8;;;;;
2045.9;;;;;
2046;;;;;
2046.1;;;;;
2046.2;;;;;
2046.3;;;;;
2046.4;;;;;
2046.5;;;;;
2046.6;;;;;
2046.7;;;;;
2046.8;;;;;
2046.9;;;;;
2047;;;;;
2047.1;;;;;
2047.2;;;;;
2047.3;;;;;
2047.4;;;;;
2047.5;;;;;
2047.6;;;;;
2047.7;;;;;
2047.8;;;;;
2047.9;;;;;
2048;;;;;
2048.1;;;;;
2048.2;;;;;
2048.3;;;;;
2048.4;;;;;
2048.5;;;;;
2048.6;;;;;
2048.7;;;;;
2048.8;;;;;
2048.9;;;;;
2049;;;;;
2049.1;;;;;
2049.2;;;;;
2049.3;;;;;
2049.4;;;;;
2049.5;;;;;
2049.6;;;;;
2049.7;;;;;
2049.8;;;;;
2049.9;;;;;
2050;;;;;
2050.1;;;;;
2050.2;;;;;
2050.3;;;;;
2050.4;;;;;
2050.5;;;;;
2050.6;;;;;
2050.7;;;;;
2050.8;;;;;
2050.9;;;;;
2051;;;;;
2051.1;;;;;
2051.2;;;;;
2051.3;;;;;
2051.4;;;;;
2051.5;;;;;
2051.6;;;;;
2051.7;;;;;
2051.8;;;;;
2051.9;;;;;
2052;;;;;
2052.1;;;;;
2052.2;;;;;
2052.3;;;;;
2052.4;;;;;
2052.5;;;;;
2052.6;;;;;
2052.7;;;;;
2052.8;;;;;
2052.9;;;;;
2053;;;;;
2053.1;;;;;
2053.2;;;;;
2053.3;;;;;
2053.4;;;;;
2053.5;;;;;
2053.6;;;;;
2053.7;;;;;
2053.8;;;;;
2053.9;;;;;
2054;;;;;
2054.1;;;;;
2054.2;;;;;
2054.3;;;;;
2054.4;;;;;
2054.5;;;;;
2054.6;;;;;
2054.7;;;;;
2054.8;;;;;
2054.9;;;;;
2055;;;;;
2055.1;;;;;
2055.2;;;;;
2055.3;;;;;
2055.4;;;;;
2055.5;;;;;
2055.6;;;;;
2055.7;;;;;
2055.8;;;;;
2055.9;;;;;
2056;;;;;
2056.1;;;;;
2056.2;;;;;
2056.3;;;;;
2056.4;;;;;
2056.5;;;;;
2056.6;;;;;
2056.7;;;;;
2056.8;;;;;
2056.9;;;;;
2057;;;;;
2057.1;;;;;
2057.2;;;;;
2057.3;;;;;
2057.4;;;;;
2057.5;;;;;
2057.6;;;;;
2057.7;;;;;
2057.8;;;;;
2057.9;;;;;
2058;;;;;
2058.1;;;;;
2058.2;;;;;
2058.3;;;;;
2058.4;;;;;
2058.5;;;;;
2058.6;;;;;
2058.7;;;;;
2058.8;;;;;
2058.9;;;;;
2059;;;;;
2059.1;;;;;
2059.2;;;;;
2059.3;;;;;
2059.4;;;;;
2059.5;;;;;
2059.6;;;;;
2059.7;;;;;
2059.8;;;;;
2059.9;;;;;
2060;;;;;
2060.1;;;;;
2060.2;;;;;
2060.3;;;;;
2060.4;;;;;
2060.5;;;;;
2060.6;;;;;
2060.7;;;;;
2060.8;;;;;
2060.9;;;;;
2061;;;;;
2061.1;;;;;
2061.2;;;;;
2061.3;;;;;
2061.4;;;;;
2061.5;;;;;
2061.6;;;;;
2061.7;;;;;
2061.8;;;;;
2061.9;;;;;
2062;;;;;
2062.1;;;;;
2062.2;;;;;
2062.3;;;;;
2062.4;;;;;
2062.5;;;;;
2062.6;;;;;
2062.7;;;;;
2062.8;;;;;
2062.9;;;;;
2063;;;;;
2063.1;;;;;
2063.2;;;;;
2063.3;;;;;
2063.4;;;;;
2063.5;;;;;
2063.6;;;;;
2063.7;;;;;
2063.8;;;;;
2063.9;;;;;
2064;;;;;
2064.1;;;;;
2064.2;;;;;
2064.3;;;;;
2064.4;;;;;
2064.5;;;;;
2064.6;;;;;
2064.7;;;;;
2064.8;;;;;
2064.9;;;;;
2065;;;;;
2065.1;;;;;
2065.2;;;;;
2065.3;;;;;
2065.4;;;;;
2065.5;;;;;
2065.6;;;;;
2065.7;;;;;
2065.8;;;;;
2065.9;;;;;
2066;;;;;
2066.1;;;;;
2066.2;;;;;
2066.3;;;;;
2066.4;;;;;
2066.5;;;;;
2066.6;;;;;
2066.7;;;;;
2066.8;;;;;
2066.9;;;;;
2067;;;;;
2067.1;;;;;
2067.2;;;;;
2067.3;;;;;
2067.4;;;;;
2067.5;;;;;
2067.6;;;;;
2067.7;;;;;
2067.8;;;;;
2067.9;;;;;
2068;;;;;
2068.1;;;;;
2068.2;;;;;
2068.3;;;;;
2068.4;;;;;
2068.5;;;;;
2068.6;;;;;
2068.7;;;;;
2068.8;;;;;
2068.9;;;;;
2069;;;;;
2069.1;;;;;
2069.2;;;;;
2069.3;;;;;
2069.4;;;;;
2069.5;;;;;
2069.6;;;;;
2069.7;;;;;
2069.8;;;;;
2069.9;;;;;
2070;;;;;
2070.1;;;;;
2070.2;;;;;
2070.3;;;;;
2070.4;;;;;
2070.5;;;;;
2070.6;;;;;
2070.7;;;;;
2070.8;;;;;
2070.9;;;;;
2071;;;;;
2071.1;;;;;
2071.2;;;;;
2071.3;;;;;
2071.4;;;;;
2071.5;;;;;
2071.6;;;;;
2071.7;;;;;
2071.8;;;;;
2071.9;;;;;
2072;;;;;
2072.1;;;;;
2072.2;;;;;
2072.3;;;;;
2072.4;;;;;
2072.5;;;;;
2072.6;;;;;
2072.7;;;;;
2072.8;;;;;
2072.9;;;;;
2073;;;;;
2073.1;;;;;
2073.2;;;;;
2073.3;;;;;
2073.4;;;;;
2073.5;;;;;
2073.6;;;;;
2073.7;;;;;
2073.8;;;;;
2073.9;;;;;
2074;;;;;
2074.1;;;;;
2074.2;;;;;
2074.3;;;;;
2074.4;;;;;
2074.5;;;;;
2074.6;;;;;
2074.7;;;;;
2074.8;;;;;
2074.9;;;;;
2075;;;;;
2075.1;;;;;
2075.2;;;;;
2075.3;;;;;
2075.4;;;;;
2075.5;;;;;
2075.6;;;;;
2075.7;;;;;
2075.8;;;;;
2075.9;;;;;
2076;;;;;
2076.1;;;;;
2076.2;;;;;
2076.3;;;;;
2076.4;;;;;
2076.5;;;;;
2076.6;;;;;
2076.7;;;;;
2076.8;;;;;
2076.9;;;;;
2077;;;;;
2077.1;;;;;
2077.2;;;;;
2077.3;;;;;
2077.4;;;;;
2077.5;;;;;
2077.6;;;;;
2077.7;;;;;
2077.8;;;;;
2077.9;;;;;
2078;;;;;
2078.1;;;;;
2078.2;;;;;
2078.3;;;;;
2078.4;;;;;
2078.5;;;;;
2078.6;;;;;
2078.7;;;;;
2078.8;;;;;
2078.9;;;;;
2079;;;;;
2079.1;;;;;
2079.2;;;;;
2079.3;;;;;
2079.4;;;;;
2079.5;;;;;
2079.6;;;;;
2079.7;;;;;
2079.8;;;;;
2079.9;;;;;
2080;;;;;
2080.1;;;;;
2080.2;;;;;
2080.3;;;;;
2080.4;;;;;
2080.5;;;;;
2080.6;;;;;
2080.7;;;;;
2080.8;;;;;
2080.9;;;;;
2081;;;;;
2081.1;;;;;
2081.2;;;;;
2081.3;;;;;
2081.4;;;;;
2081.5;;;;;
2081.6;;;;;
2081.7;;;;;
2081.8;;;;;
2081.9;;;;;
2082;;;;;
2082.1;;;;;
2082.2;;;;;
2082.3;;;;;
2082.4;;;;;
2082.5;;;;;
2082.6;;;;;
2082.7;;;;;
2082.8;;;;;
2082.9;;;;;
2083;;;;;
2083.1;;;;;
2083.2;;;;;
2083.3;;;;;
2083.4;;;;;
2083.5;;;;;
2083.6;;;;;
2083.7;;;;;
2083.8;;;;;
2083.9;;;;;
2084;;;;;
2084.1;;;;;
2084.2;;;;;
2084.3;;;;;
2084.4;;;;;
2084.5;;;;;
2084.6;;;;;
2084.7;;;;;
2084.8;;;;;
2084.9;;;;;
2085;;;;;
2085.1;;;;;
2085.2;;;;;
2085.3;;;;;
2085.4;;;;;
2085.5;;;;;
2085.6;;;;;
2085.7;;;;;
2085.8;;;;;
2085.9;;;;;
2086;;;;;
2086.1;;;;;
2086.2;;;;;
2086.3;;;;;
2086.4;;;;;
2086.5;;;;;
2086.6;;;;;
2086.7;;;;;
2086.8;;;;;
2086.9;;;;;
2087;;;;;
2087.1;;;;;
2087.2;;;;;
2087.3;;;;;
2087.4;;;;;
2087.5;;;;;
2087.6;;;;;
2087.7;;;;;
2087.8;;;;;
2087.9;;;;;
2088;;;;;
2088.1;;;;;
2088.2;;;;;
2088.3;;;;;
2088.4;;;;;
2088.5;;;;;
2088.6;;;;;
2088.7;;;;;
2088.8;;;;;
2088.9;;;;;
2089;;;;;
2089.1;;;;;
2089.2;;;;;
2089.3;;;;;
2089.4;;;;;
2089.5;;;;;
2089.6;;;;;
2089.7;;;;;
2089.8;;;;;
2089.9;;;;;
2090;;;;;
2090.1;;;;;
2090.2;;;;;
2090.3;;;;;
2090.4;;;;;
2090.5;;;;;
2090.6;;;;;
2090.7;;;;;
2090.8;;;;;
2090.9;;;;;
2091;;;;;
2091.1;;;;;
2091.2;;;;;
2091.3;;;;;
2091.4;;;;;
2091.5;;;;;
2091.6;;;;;
2091.7;;;;;
2091.8;;;;;
2091.9;;;;;
2092;;;;;
2092.1;;;;;
2092.2;;;;;
2092.3;;;;;
2092.4;;;;;
2092.5;;;;;
2092.6;;;;;
2092.7;;;;;
2092.8;;;;;
2092.9;;;;;
2093;;;;;
2093.1;;;;;
2093.2;;;;;
2093.3;;;;;
2093.4;;;;;
2093.5;;;;;
2093.6;;;;;
2093.7;;;;;
2093.8;;;;;
2093.9;;;;;
2094;;;;;
2094.1;;;;;
2094.2;;;;;
2094.3;;;;;
2094.4;;;;;
2094.5;;;;;
2094.6;;;;;
2094.7;;;;;
2094.8;;;;;
2094.9;;;;;
2095;;;;;
2095.1;;;;;
2095.2;;;;;
2095.3;;;;;
2095.4;;;;;
2095.5;;;;;
2095.6;;;;;
2095.7;;;;;
2095.8;;;;;
2095.9;;;;;
2096;;;;;
2096.1;;;;;
2096.2;;;;;
2096.3;;;;;
2096.4;;;;;
2096.5;;;;;
2096.6;;;;;
2096.7;;;;;
2096.8;;;;;
2096.9;;;;;
2097;;;;;
2097.1;;;;;
2097.2;;;;;
2097.3;;;;;
2097.4;;;;;
2097.5;;;;;
2097.6;;;;;
2097.7;;;;;
2097.8;;;;;
2097.9;;;;;
2098;;;;;
2098.1;;;;;
2098.2;;;;;
2098.3;;;;;
2098.4;;;;;
2098.5;;;;;
2098.6;;;;;
2098.7;;;;;
2098.8;;;;;
2098.9;;;;;
2099;;;;;
2099.1;;;;;
2099.2;;;;;
2099.3;;;;;
2099.4;;;;;
2099.5;;;;;
2099.6;;;;;
2099.7;;;;;
2099.8;;;;;
2099.9;;;;;
2100;;;;;
2100.1;;;;;
2100.2;;;;;
2100.3;;;;;
2100.4;;;;;
2100.5;;;;;
2100.6;;;;;
2100.7;;;;;
2100.8;;;;;
2100.9;;;;;
2101;;;;;
2101.1;;;;;
2101.2;;;;;
2101.3;;;;;
2101.4;;;;;
2101.5;;;;;
2101.6;;;;;
2101.7;;;;;
2101.8;;;;;
2101.9;;;;;
2102;;;;;
2102.1;;;;;
2102.2;;;;;
2102.3;;;;;
2102.4;;;;;
2102.5;;;;;
2102.6;;;;;
2102.7;;;;;
2102.8;;;;;
2102.9;;;;;
2103;;;;;
2103.1;;;;;
2103.2;;;;;
2103.3;;;;;
2103.4;;;;;
2103.5;;;;;
2103.6;;;;;
2103.7;;;;;
2103.8;;;;;
2103.9;;;;;
2104;;;;;
2104.1;;;;;
2104.2;;;;;
2104.3;;;;;
2104.4;;;;;
2104.5;;;;;
2104.6;;;;;
2104.7;;;;;
2104.8;;;;;
2104.9;;;;;
2105;;;;;
2105.1;;;;;
2105.2;;;;;
2105.3;;;;;
